RAVE_OBS_ID,Teff,logg,MH,FeH,alphaM,SiFe,AlFe,MgFe,NiFe
20070118_0446m66_144,6430.131,3.9417682,-0.094857,-0.094905004,0.072675005,0.050278004,0.00526125,0.1790095,-0.058454454
20070118_0721m66_077,4751.756,2.6276135,-0.09509455,-0.10349155,0.0082169995,0.019565001,0.015310496,0.010434702,0.011556089
20070118_0721m66_087,4832.43,2.5166821,0.02543545,0.01491545,-0.007849,0.020186001,0.021901505,-0.0069840997,0.0146451
20070118_0721m66_090,4805.7236,2.4699075,-0.017684551,-0.035795547,-0.0013980009,0.057112,0.028742498,0.017853996,0.008697096
20070118_0721m66_092,4291.415,1.7545499,-0.46094155,-0.46293154,0.189079,0.16195199,0.22486149,0.2626617,0.05872208
20070118_0721m66_096,4344.7163,2.1566231,0.09342745,0.08661145,0.022946998,0.018653005,0.005605504,0.042655706,-0.0046989024
20070118_0721m66_105,3759.8535,0.86799985,-0.41973156,-0.43248156,0.24868901,0.20999199,0.13586852,0.29347172,0.044192106
20070118_0721m66_107,4752.5127,2.4687698,0.03606845,0.027539453,0.080859,0.09127099,0.1511875,0.1453107,-0.006545903
20070118_0721m66_109,4267.4995,2.139257,0.33241844,0.32208845,0.023275,0.015047997,0.00015848875,0.07667068,0.010962099
20070118_0721m66_114,3990.731,1.296503,-0.27885154,-0.29141155,0.224369,0.205782,0.1417792,0.29940173,0.05690211
20070118_0721m66_120,4720.6704,2.4478364,0.12134845,0.11380845,0.008738,0.015466988,0.045518488,0.019335687,0.032202095
20070118_0721m66_128,5144.5557,3.481581,-0.20449154,-0.20885155,0.015218001,-0.0028799921,0.03169249,0.049268708,0.026682094
20070119_0632m29_004,4842.4736,2.473256,0.01174545,-0.008846949,0.011624001,0.037382398,0.03548389,0.016336098,0.027051497
20070119_0632m29_008,5068.26,3.674359,-0.31786156,-0.34912154,0.130149,0.06164998,0.20027143,0.15453169,0.089092076
20070119_0632m29_018,4952.3853,2.883843,-0.34487155,-0.35297155,0.038202003,0.027552992,0.1005685,0.056782693,0.022282094
20070119_0632m29_147,4081.6458,1.5870816,0.16525845,0.15359846,0.015501,-0.017809898,-0.008231521,0.033003688,0.010252103
20070119_0737m57_007,4473.948,1.9362328,-0.27691156,-0.28919154,0.062136002,0.083592,0.07943149,0.09824568,0.052712098
20070119_0737m57_011,4679.613,2.4101624,0.13479845,0.13155845,-0.0037620012,0.015252009,0.027728498,0.037596703,-0.0065978914
20070119_0737m57_021,5017.623,2.384126,-0.61380154,-0.63899153,0.202039,0.24306199,0.20985848,0.2826317,0.058322072
20070129_0819m57_064,3753.269,0.8492422,-0.11131155,-0.13650155,0.074749,0.023887008,0.0456945,0.1013487,0.00093209743
20070129_0819m57_067,4710.4893,2.4337106,0.11965845,0.10531845,0.003810998,0.022168003,0.01629851,0.027050711,0.028252102
20070129_1107m06_057,6197.7666,4.322557,-0.275089,-0.27140898,0.055496,0.056463987,-0.035180748,0.069788486,-0.04695046
20070129_1107m06_060,4884.461,3.3462687,0.00135779,0.0016860499,0.038751997,-0.01106626,0.050080895,0.046388436,0.010263499
20070129_1107m06_061,4403.8535,1.7864645,-0.85717154,-0.8653616,0.220219,0.235502,0.18558848,0.26124173,0.08442211
20070129_1107m06_064,4740.51,2.5806246,-0.33860156,-0.34894153,0.054792,0.04926598,0.09451848,0.07236767,0.052012086
20070129_1107m06_065,4174.4805,4.826328,-0.34990898,-0.33184898,0.087447,0.023461998,0.043699235,0.09035951,0.041419536
20070129_1107m06_082,4569.91,2.4500554,-0.11461155,-0.12715155,0.092479005,0.087692,0.0943585,0.1485817,0.021944106
20070129_1107m06_083,4817.2295,3.03053,-0.06765455,-0.075805545,0.031515002,0.016569994,0.043062493,0.06532569,0.020515095
20070129_1107m06_085,4871.9277,4.511598,0.189631,0.166161,-0.083184995,-0.010812998,0.012139246,0.0030874908,0.054319546
20070129_1107m06_088,4825.705,3.19566,0.23650846,0.21668845,-0.008365,-0.0050799996,0.012148499,0.020091802,0.047902077
20070129_1107m06_091,4723.349,2.276221,-0.40034154,-0.41640154,0.164429,0.166702,0.18904749,0.1974417,0.04807207
20070129_1107m06_092,4873.5957,2.420338,-0.29654154,-0.31071156,0.066256,0.08101201,0.0951685,0.06185773,0.016312093
20070129_1107m06_118,4241.874,1.7304327,-0.08335755,-0.10118155,0.178169,0.16919598,0.1263285,0.25053573,0.049742103
20070129_1107m06_132,6177.553,4.048835,0.11504099,0.122301,0.022663,0.028826997,0.011999249,0.0049834996,-0.026820444
20070129_1107m06_133,4179.398,1.608199,-0.35761154,-0.36852154,0.13431899,0.11073202,0.12076348,0.20040171,0.06633207
20070130_0956m31_077,4547.367,2.4758205,-0.18612155,-0.20571154,0.16229899,0.19826198,0.20863849,0.25330168,0.0639821
20070130_0956m31_084,4699.3604,2.3822463,-0.099701546,-0.11672155,0.125259,0.13743201,0.1829985,0.1848217,0.0448071
20070130_0956m31_086,4882.993,2.5386505,-0.11318155,-0.11636155,0.011275999,0.035572007,0.031825498,-0.015590288,-0.032747902
20070205_1010m40_041,4390.854,1.969369,0.066808455,0.06026545,0.015352,0.017921,-0.0164285,0.042492703,0.0291951
20070205_1010m40_047,5058.79,4.6715717,0.214341,0.22963099,0.0006210003,-0.134069,-0.0038107336,-0.046027496,-0.016420424
20070206_0801m53_136,3956.9534,1.0477841,-0.30276155,-0.32407156,0.127569,0.09736201,0.1722407,0.2070017,0.004792094
20070206_0801m53_144,4043.1802,1.3518565,-0.07882955,-0.09586055,0.051168002,0.038296,0.0466645,0.1119127,0.020155095
20070207_0645m80_052,4819.65,2.4566422,0.0059764497,0.0014934498,0.031458996,0.050876,0.05468349,0.0527087,0.0379761
20070207_0645m80_082,4930.064,2.4267669,-0.33137155,-0.34554154,0.066929,0.086602,0.13788748,0.09227368,0.032522082
20070207_0645m80_086,3737.0708,0.58045495,-0.7218915,-0.7184215,0.29351902,0.19594198,0.08695847,0.40800172,0.076832056
20070207_0645m80_098,4127.9854,1.3874307,-0.68013155,-0.6775116,0.262689,0.25979203,0.16208851,0.36356172,0.059422135
20070210_1248m24_011,4663.395,2.3070302,-0.16196156,-0.17296155,0.15631899,0.19703199,0.1711585,0.2274817,0.0268621
20070218_0638m75_007,6063.9395,4.0065246,-0.37011898,-0.379609,0.067295,0.080770016,0.036309242,0.15848151,0.05600956
20070218_0638m75_008,4978.4277,3.485722,-0.45990154,-0.47087154,0.160639,0.143202,0.19689849,0.2650217,0.08359209
20070218_0638m75_011,4573.818,2.1199605,-0.74170154,-0.7470015,0.257899,0.318582,0.27669847,0.3274417,0.049102068
20070218_0638m75_013,6162.0806,3.8175035,0.16477099,0.152551,0.016415,0.05903399,0.15074927,0.020528495,-0.008960441
20070218_0638m75_019,4675.868,2.4430583,0.25340846,0.23544845,-0.0050690006,0.026537001,0.054168493,0.008929297,0.034682095
20070218_0638m75_021,4911.231,2.3810606,-0.44910154,-0.47179154,0.23558901,0.24710199,0.24991548,0.3207817,0.08670208
20070218_0638m75_022,4883.1396,2.527199,0.01159745,-0.00082704984,-0.010068001,0.028737502,0.07856399,-0.0316808,-0.0041024005
20070218_0638m75_026,4783.523,2.3936021,-0.02975455,-0.039116547,0.028786998,0.044424996,0.009173488,0.031354696,0.0049140975
20070218_0638m75_029,4270.8457,1.8610796,-0.37978154,-0.37956154,0.214579,0.188822,0.18074149,0.29415172,0.058052093
20070218_0638m75_032,6322.2393,3.8612118,0.173161,0.157761,0.031510003,0.046701208,0.15466927,0.1394525,0.027179569
20070218_0638m75_033,6349.7686,4.2331047,-0.233039,-0.242089,0.043431997,0.102048,0.060689256,0.0932235,0.095209554
20070218_0638m75_036,4998.513,3.3536882,-0.00963255,-0.01960755,-0.00275,0.004394999,0.03475449,0.0183787,0.005100998
20070218_0638m75_037,6543.965,4.0368543,-0.044914,-0.054679,0.073724,0.061123997,0.07991025,0.1598565,-0.031392448
20070218_0638m75_038,6559.189,4.269984,-0.016456,-0.009234,0.036036,0.060278002,-0.07713376,0.036588497,-0.04468445
20070218_0638m75_043,4467.413,2.150861,-0.18720154,-0.19473155,0.060085997,0.078472,0.1137895,0.084833704,0.008692101
20070218_0638m75_044,4762.8076,2.4266975,-0.01866755,-0.03637755,0.007107001,0.029501999,0.014854489,0.0046654977,0.021526698
20070218_0638m75_046,4688.9204,2.674566,-0.25248155,-0.26436156,0.166879,0.16406202,0.2450985,0.2405817,0.07426211
20070218_0638m75_047,4633.19,2.3695972,0.13726845,0.13175845,0.040464997,0.08009201,0.029308498,0.0754797,0.008062109
20070218_0638m75_050,3958.543,1.0523624,-0.72826153,-0.72881156,0.26600897,0.24841204,0.1377685,0.37131175,0.07479209
20070218_0638m75_051,4268.0034,1.8025737,-0.04896455,-0.047162548,0.083349,0.052387003,0.08731949,0.1494597,0.015777096
20070218_0638m75_056,6136.3438,4.43426,-0.37867898,-0.378949,0.034078002,0.055032015,0.13211925,0.07487652,0.036269546
20070218_0638m75_058,4638.436,2.3539846,0.03729445,0.012852453,0.099129006,0.12100401,0.06712449,0.1667637,0.063386105
20070218_0638m75_060,4645.026,2.5623996,-0.37531155,-0.38657156,0.160149,0.15655202,0.1798165,0.2070217,0.060682088
20070218_0638m75_062,4705.545,2.3806877,0.057493452,0.045308452,0.010028001,0.053492997,0.056038503,0.0398337,0.022968102
20070218_0638m75_064,6578.805,4.0553703,-0.17345901,-0.18022901,0.121925,0.124747,0.07372125,0.25276148,0.026339546
20070218_0638m75_065,4708.5273,3.0942361,0.40746844,0.39457846,-0.014925001,-0.0023930073,0.020638496,0.019840688,0.013512075
20070218_0638m75_066,4673.082,2.3747218,-0.34307155,-0.34426156,0.086679,0.060454994,0.10920951,0.11619172,-0.007647902
20070218_0638m75_080,4579.3447,2.3375862,0.30096844,0.28167844,-0.0032590013,0.02331999,-0.0055415034,0.055625707,0.027562112
20070218_0638m75_083,6361.0986,4.158976,-0.065918,-0.078119,0.041003004,0.071662,0.06788325,0.0943505,0.008123554
20070218_0638m75_094,4170.194,1.6616657,0.00507045,-0.0045897495,0.050761,0.011611201,0.072966695,0.0730329,-0.017749801
20070218_0638m75_121,4594.859,2.4158313,0.27095845,0.24606845,-0.0030940007,0.044663012,-0.0037615001,0.04632172,0.044782102
20070218_0638m75_125,4758.6636,2.2932947,-0.29803154,-0.30553156,0.063347,0.09133202,0.1319935,0.07395771,0.02445209
20070219_1254m49_033,3911.4114,1.0767562,-0.20821154,-0.23740155,0.081329,0.053605005,0.099360585,0.1528217,0.012142092
20070220_1057m45_044,5116.7524,2.4125826,-0.65617156,-0.68965155,0.170909,0.192792,0.2579285,0.2731117,0.082112074
20070222_0739m71_002,4727.583,2.3409255,-0.26365155,-0.28350154,0.182199,0.242392,0.19587049,0.24670169,0.07973209
20070222_0739m71_012,4788.8745,2.4313142,-0.02467255,-0.03589555,-0.002048999,0.0099840015,0.040382497,0.0018936694,0.0072260965
20070222_0739m71_013,5240.484,2.5442777,-0.36633155,-0.37974155,0.064052,0.06147501,0.10142851,0.0751777,0.045762092
20070222_0739m71_016,4301.392,1.8940505,0.096340455,0.077858455,0.029885001,0.071265005,0.02995848,0.061098702,0.018352099
20070222_0739m71_018,4317.687,1.6569837,-0.74333155,-0.75056154,0.230269,0.265602,0.24272847,0.3242217,0.06313205
20070222_0739m71_019,4126.021,1.4771901,-0.5031816,-0.51181155,0.225949,0.17772198,0.23595852,0.3274617,0.08008209
20070222_0739m71_025,4486.5464,1.8939862,-0.37044156,-0.37903154,0.095139,0.10562199,0.10313851,0.11047167,0.02099207
20070222_0739m71_028,4202.9478,1.155346,-0.9903715,-0.9736416,0.12022901,0.18528205,-0.34309143,0.16244173,-0.11168784
20070222_0739m71_029,4652.494,2.6931152,-0.07238255,-0.07845255,0.059709996,0.032188006,0.0955495,0.1188017,-0.010377906
20070222_0739m71_079,4690.0835,2.7642584,0.10696846,0.09399645,0.004209999,0.013609007,0.016720489,0.023928702,-0.0029259026
20070222_0739m71_096,4208.5273,1.6696721,-0.00508075,-0.02320755,0.041548,0.0387878,0.0271145,0.084424496,0.0091087
20070222_0739m71_114,4709.815,2.714881,0.089952454,0.08005045,-0.009865001,0.012611002,-0.012623504,-0.00016389787,0.015160099
20070222_0739m71_117,4293.933,1.7228341,-0.091760546,-0.09452355,0.007071998,0.012395002,0.010183498,0.0282107,-0.007919908
20070222_0739m71_126,4536.0317,2.3408153,0.30594847,0.29327846,0.00067199767,0.034475,0.0032884777,0.03258571,0.062172085
20070222_0739m71_149,4650.2485,2.4271455,0.04217645,0.04005745,-0.0065170005,0.0040820017,-0.015610501,0.009391703,-0.043458898
20070222_1052m03_075,5707.93,4.55544,-0.060625996,-0.058881998,-0.046237,-0.07283099,-0.06397475,-0.0773125,-0.09052746
20070222_1247m09_049,4932.8057,3.1509714,-0.50923157,-0.51980156,0.175959,0.12596199,0.2091085,0.24679169,0.09224209
20070222_1247m09_051,6588.546,3.8393493,0.063916,0.051797,0.062640004,0.08099699,0.048463244,0.0952995,0.032963555
20070222_1247m09_056,5587.3345,4.460466,0.049676,0.045343,-0.017422799,-0.018552,-0.03811275,-0.011627499,0.04693755
20070222_1247m09_057,4767.829,2.4301207,-0.14233156,-0.15932155,0.076659,0.09321199,0.06784849,0.10313269,0.00039209425
20070222_1247m09_058,5982.3984,4.147374,0.021719,0.01675,0.019007,0.046049,0.10007025,0.0075204987,0.028866544
20070222_1247m09_060,4998.3486,2.366296,-0.60748154,-0.6305115,0.238319,0.20114198,0.26252848,0.3372817,0.06998205
20070222_1247m09_064,5591.918,4.4156704,0.087195,0.078361996,-0.038289,-0.093045995,0.13074824,-0.094125494,-0.008851446
20070222_1247m09_067,6260.8076,4.421156,-0.24656901,-0.235759,0.021661,0.0174689,-0.10813077,0.030556053,-0.022060469
20070222_1247m09_073,4659.3994,2.294967,-0.26699156,-0.28636155,0.189409,0.203762,0.17299749,0.2654317,0.0873121
20070223_0754m62_001,3954.0667,1.3100682,-0.29138154,-0.29549155,0.243899,0.20753202,0.20574349,0.3090017,0.0751421
20070223_0754m62_009,4566.9297,2.4635708,0.29896846,0.27692845,0.004627999,0.013985008,-0.0773015,0.04328072,0.031392097
20070223_0754m62_012,4949.142,2.3914192,-0.46751153,-0.47844154,0.06519,0.076232016,0.14788848,0.10901171,0.02020207
20070223_0921m08_094,4467.805,1.9362074,-0.45369154,-0.45356154,0.092319,0.070861995,0.0667685,0.12187171,0.012902081
20070223_0921m08_102,6463.713,4.024753,-0.167069,-0.157819,0.10922501,0.085453,-0.022450745,0.1429615,-0.07659046
20070223_0921m08_103,4587.309,2.3742728,0.16635846,0.14110845,0.063113,0.058928013,0.0336985,0.1269117,0.052772105
20070301_0632m29_008,4724.136,2.5200098,-0.38566154,-0.39985156,0.021368999,0.061183035,0.092918515,-0.018128276,0.030422091
20070301_0632m29_012,4704.0156,2.4361906,0.056055453,0.03382245,0.007280998,0.032547,-0.006895501,0.015537102,0.045068096
20070309_0707m62_097,4347.0684,1.5832841,-0.72651154,-0.71641153,0.040074997,0.041610003,-0.3106715,0.013038695,-0.1078279
20070309_0707m62_101,4707.531,2.5340514,-0.28670156,-0.29751155,0.060158998,0.06791799,0.10180849,0.094397694,0.0402821
20070309_0707m62_102,4621.366,2.5268457,-0.11753155,-0.15068156,0.134139,0.139382,0.0943085,0.20046172,0.059596106
20070309_0707m62_104,4678.425,2.342915,-0.13517155,-0.15400155,0.162309,0.172032,0.17623849,0.26291168,0.0584431
20070309_0835m18_043,4970.7896,2.4339228,-0.36393154,-0.37275153,0.073428996,0.086862,0.15572149,0.1149517,0.02505207
20070309_0835m18_048,4458.532,1.8779197,-0.30227154,-0.31301156,0.043307,0.078392014,0.0688595,0.0584217,0.0048720837
20070309_0835m18_049,3956.0461,1.0825553,-0.22306155,-0.23030154,0.078739,0.041277006,0.064307496,0.11680169,-0.0031778961
20070309_0835m18_055,4828.333,3.0074606,-0.15991154,-0.16262154,0.048210002,0.056895003,0.11762849,0.0878447,0.011352092
20070309_0835m18_058,4853.7397,2.7374153,-0.23112155,-0.23999155,0.018498998,0.024582982,0.0695145,0.02996169,0.0054221004
20070309_0950m37_136,4941.575,3.0850883,-0.06719655,-0.07954455,0.013737999,0.046819,0.0587715,0.042230703,0.0334021
20070310_0707m62_093,4366.36,1.8049078,-0.20233154,-0.21215154,0.010658998,0.0441,-0.031356514,0.016646698,-0.033887908
20070310_0707m62_095,4381.8813,2.2100194,0.23459846,0.23004845,0.020317998,0.002654016,0.013138503,0.063343704,-0.011977896
20070310_0707m62_097,4811.9995,2.7922232,0.01953145,0.0055491496,0.0005009994,0.041939303,0.051897794,0.031024,0.0316704
20070310_0707m62_098,4297.676,2.0569527,0.25110844,0.24148846,0.036202997,0.029278994,0.06058848,0.08766669,0.06237209
20070310_0707m62_100,4899.9175,2.4486375,-0.30644155,-0.32696155,0.035071,0.059203,0.061048478,0.058420688,0.03777209
20070310_0707m62_106,4690.6045,2.3595552,0.07203645,0.06064745,-0.0011229999,0.044570006,0.030419491,0.002846092,0.0068131015
20070310_0707m62_116,4802.4014,2.4468188,-0.061956547,-0.07568055,0.014022998,0.044656,0.0739275,0.0485717,0.013918098
20070310_0844m12_116,4190.29,1.538945,-0.41123155,-0.42513156,0.071009,0.05541101,0.02552852,0.11033171,-0.011477888
20070310_0844m12_120,4813.0645,2.473562,-0.05914455,-0.07371855,-0.005167,0.004610002,0.016963497,-0.009365305,0.0041770935
20070310_0844m12_126,4719.4863,2.4579756,0.15938845,0.13978845,-0.0022870004,0.020433009,0.012378484,0.01079829,0.042052105
20070310_0844m12_127,4619.1416,2.8891122,0.28600845,0.25795844,0.010446999,0.017986,-0.037861496,0.0326297,0.069422096
20070310_0844m12_132,4783.8555,2.3948913,-0.087149546,-0.09952555,0.023539998,0.018299006,0.011666499,0.037743703,-0.014162905
20070310_0844m12_137,4857.0435,2.4478364,-0.16986156,-0.18155155,0.045832,0.045277,0.08660549,0.04238069,0.031172097
20070310_0844m12_143,4939.467,2.384692,-0.50377154,-0.5157316,0.05301,0.05236602,0.05843851,0.06280872,0.03682211
20070310_1252m04_017,4833.692,2.3528361,-0.45896155,-0.48240155,0.199569,0.213952,0.2234385,0.27361172,0.0738821
20070310_1252m04_052,6251.108,4.2582326,-0.627559,-0.60593903,-0.012288,-0.03982097,-0.17972076,-0.047536492,-0.13248044
20070310_1252m04_054,4794.9795,4.6633606,-0.022201,-0.0042343996,0.008893,-0.086862594,-0.081935346,-0.0626791,-0.01459305
20070310_1252m04_057,5127.482,4.5696187,0.158231,0.161631,-0.0016487995,-0.047339,-0.05009076,0.036112905,0.01900953
20070310_1252m04_060,5051.5537,4.5897546,-0.096069,-0.088743,0.026126,-0.04891199,0.0011822507,0.0776615,-0.00039945543
20070310_1252m04_062,4392.859,1.8392911,-0.67951155,-0.68626153,0.213169,0.244562,0.21523848,0.2529717,0.04638207
20070313_1143m74_132,4093.0098,1.4549494,-0.07484155,-0.08772455,0.040367,0.055327,0.021129496,0.039285697,0.012891099
20070318_0721m66_072,4939.3687,3.089745,-0.05279955,-0.055829547,0.0077399984,0.011758,0.15565649,0.014902696,-0.037365906
20070318_0721m66_083,4353.609,1.7954671,-0.24325155,-0.25606155,0.077359,0.10484201,0.08551951,0.1218417,0.0048520863
20070318_0721m66_085,4645.747,2.4260712,0.16401845,0.15202846,-0.009114001,0.027823001,-0.0031315237,0.0020411015,0.027482092
20070318_0721m66_086,4148.159,1.5966485,-0.38477156,-0.40859154,0.203409,0.21778199,0.22268549,0.2990017,0.062932074
20070318_0721m66_089,4699.9424,2.472799,0.01074145,-0.00732325,0.027451001,0.0563187,-0.008289801,0.046267398,-0.0194152
20070318_0721m66_092,4784.6123,2.4533951,-0.06350455,-0.07938455,0.012938,0.044837005,0.1105715,0.042675704,0.029090103
20070318_0721m66_094,4905.4917,2.892013,-0.20319155,-0.20747155,-0.0017540008,-0.047298014,-0.01582551,-0.0061838925,-0.006887898
20070318_0721m66_098,4335.9272,1.7964214,-0.51502156,-0.52540153,0.192039,0.23226199,0.14625847,0.2940217,0.08197206
20070318_0721m66_107,4806.108,2.4967961,0.01468245,0.00806495,-0.0073269997,0.017792499,0.013481993,-0.0077008996,-0.0045604017
20070318_0721m66_116,5088.738,2.7573395,0.05911345,0.047763452,-0.019487001,0.031195,-0.0079665035,-0.031147301,-0.0506189
20070318_0721m66_122,4720.6704,2.4478364,0.12134845,0.11380845,0.008738,0.015466988,0.045518488,0.019335687,0.032202095
20070318_0721m66_123,4545.1445,2.2252357,-0.64408153,-0.65407157,0.24008901,0.28339204,0.2507185,0.30972174,0.0905121
20070318_0721m66_125,3912.418,0.925596,-0.33702156,-0.34969154,0.112169,0.04171598,0.11699448,0.21696168,-0.019457906
20070318_0721m66_133,5328.6465,3.7497492,-0.21833155,-0.22381155,0.031958997,0.03061901,0.043248504,0.071426705,0.01900211
20070319_1153m17_091,5234.2803,2.369657,-0.89528155,-0.93565154,0.214669,0.17959201,0.14484847,0.35512173,0.08807206
20070319_1153m17_092,5395.4517,2.4483457,-0.67279154,-0.70680153,0.183389,0.12396198,0.15467846,0.2672417,0.09651208
20070319_1153m17_105,6537.129,4.1731997,-0.015283,0.0005060993,0.053154,0.0503439,-0.11267686,0.11467139,0.03823445
20070319_1153m17_117,6144.106,4.215363,-0.144649,-0.159179,0.016308,0.056006,0.042824253,0.065776505,-0.026740447
20070323_0739m71_005,4854.2056,2.4224715,-0.23995155,-0.25609154,0.084239,0.11474198,0.13794348,0.11141169,0.010452092
20070323_0739m71_011,4789.5107,2.7256691,-0.31661156,-0.32116154,0.030221,0.062079996,0.05701849,0.040350676,0.0036920905
20070323_0739m71_016,4771.9897,1.9746039,-0.9612715,-0.9814516,0.190619,0.23099202,0.14150852,0.27933174,0.053432107
20070323_0739m71_023,4769.215,3.0392113,-0.17474155,-0.18327154,0.180549,0.170562,0.24973848,0.2736417,0.072335094
20070323_0739m71_031,4859.1567,2.4995065,-0.06422755,-0.072355546,0.0068649985,0.0017269924,0.068832494,0.016800694,0.0026130974
20070323_0739m71_073,4479.2207,2.3738456,0.45122844,0.43246844,-0.0013130009,0.018408984,-0.11073148,0.038619697,0.040832102
20070323_0739m71_078,4601.25,2.4017756,-0.11632155,-0.11621155,0.007594999,0.029198997,-0.027250305,0.032227702,-0.034777895
20070323_0739m71_094,4217.874,1.687188,-0.34535155,-0.36217156,0.188659,0.20148203,0.15314451,0.29348174,0.09212211
20070323_0739m71_100,5065.6836,3.2683547,-0.12114155,-0.12586156,0.027222998,0.019347012,0.036525503,0.058248714,0.021143109
20070323_0739m71_101,4318.9478,1.6855885,-0.39854154,-0.41246155,0.175969,0.20630202,0.15308848,0.24788171,0.0501121
20070323_0739m71_116,4843.605,3.3518174,-0.041603547,-0.036920547,0.087579,0.077359006,0.1277775,0.14584869,0.024196899
20070323_0739m71_118,4716.175,4.638051,0.067852,0.079127,0.009368001,-0.064471,-0.030162752,-0.008620501,0.0022135526
20070323_0739m71_120,4207.445,2.098959,0.43194845,0.41050845,-0.011233,-0.0017980039,0.0065084994,0.056230694,0.06302208
20070323_0739m71_123,4211.6,1.8871039,0.21310845,0.19316845,0.029520996,0.043445006,0.0438485,0.07527469,0.061312094
20070323_0739m71_137,4512.6187,2.4757907,0.16588846,0.15141845,-0.008155001,-0.023921281,-0.03245151,0.041105717,0.023672104
20070326_0919m59_034,3784.1545,0.66568947,-0.28876156,-0.31912154,0.089099,0.035969973,0.11609648,0.16955169,-0.0038979352
20070328_0659m30_071,4372.44,2.0008879,0.05778545,0.04382545,0.010081999,0.007877,0.0021214895,0.033840697,0.0024181008
20070409_0851p11_051,4752.666,2.3624947,-0.14327155,-0.15594155,0.023022,0.049545996,0.060304493,0.014328688,0.0071821064
20070409_0851p11_072,4795.677,2.4683914,0.03124045,0.013714449,-0.010206001,0.0030000005,0.042302504,-0.011809299,0.0021460988
20070409_0851p11_091,4809.0815,2.4561238,0.02575245,0.01400845,-0.006721001,0.025208,-0.003361498,-0.0137093,0.013350098
20070409_0851p11_105,4836.601,2.9601467,0.04366245,0.035493452,0.0036799982,-0.0383433,-0.0018965043,0.0189947,0.020091102
20070409_0851p11_120,4770.7,2.4613998,0.03242445,0.019372452,-0.013145,-0.004486002,-0.014545504,-0.014929302,0.0321431
20070409_0851p11_137,4642.248,2.5390317,0.04738345,0.041135453,-0.0033980012,0.00073599815,-0.04437851,-0.0054295026,0.012216095
20070409_0851p11_143,4413.582,2.070465,0.01469645,0.00615975,0.012276001,0.015762702,-0.09219281,0.0124514,0.012981799
20070409_0851p11_146,4812.7734,2.8367221,0.061378453,0.05243045,-0.0017120019,0.014936,0.009116501,0.017441705,0.023076102
20070412_0835m18_043,4305.729,1.6214887,-0.36769155,-0.37565154,0.080329,0.09943199,0.059868485,0.13478169,0.013612092
20070412_0835m18_047,4984.0015,3.287931,-0.11472155,-0.12015155,-0.011869,0.00018499792,0.033208497,0.011504695,0.0114571
20070412_0835m18_048,4532.0723,2.0808315,-0.09266655,-0.10186155,0.008237999,0.028372005,-0.008402497,0.0348847,-0.029217899
20070412_0835m18_055,4609.9697,2.3255756,-0.02875555,-0.03771855,0.017593998,0.023839999,0.0016954988,0.0198077,-0.016001903
20070412_0835m18_056,5048.1494,2.4045682,-0.5339016,-0.55438155,0.069559,0.11056197,0.1533885,0.10303968,0.032612085
20070412_1153m01_033,4880.276,3.5791326,0.29154846,0.29352844,-0.0264593,-0.027036965,-0.014721483,-0.020813286,0.04793209
20070412_1153m01_049,5837.1226,3.9371169,-0.40566155,-0.41210154,0.036223,0.026941985,0.031618506,0.040756673,0.0020920634
20070412_1153m01_055,5689.6787,4.345558,-0.0079270005,-0.015005,-0.035184,-0.068950996,0.14966524,-0.078920506,0.00088554993
20070412_1153m01_057,4738.3105,1.851502,-1.5463616,-1.5292616,0.23240899,0.2178421,-0.2736714,0.20374167,-0.049267888
20070412_1153m01_066,5934.7827,4.2992215,-0.026468,-0.026539,-0.004785,0.013009,0.0043152496,-0.023098504,0.04103455
20070412_1153m01_070,4829.0815,2.451267,-0.25600156,-0.27637154,0.059905,0.07351898,0.05393648,0.08077867,0.02852209
20070412_1153m01_072,6220.2217,4.201204,-0.128379,-0.141369,0.045636997,0.079614,0.016715258,0.1098765,0.028465547
20070412_1153m01_101,5068.0435,3.4826152,-0.24044155,-0.25098154,0.026382,0.013877988,0.068062484,0.054472685,0.0340821
20070412_1350m01_044,4557.9014,2.062109,-0.60565156,-0.61627156,0.145019,0.139552,0.1685985,0.19355169,0.03924209
20070412_1350m01_048,6699.064,3.7829173,-0.116669,-0.047589004,0.029522,-0.027484,-0.34763074,0.053943507,-0.11933045
20070412_1350m01_049,4699.2686,2.3962765,-0.68271154,-0.69344157,0.25164902,0.24415204,0.27596852,0.35708174,0.07889211
20070412_1350m01_050,4613.156,2.5621674,-0.23561154,-0.25244156,0.195419,0.19468202,0.19544451,0.2680717,0.10408211
20070412_1350m01_058,4950.2104,3.1823115,-0.16581155,-0.17699155,0.045401998,0.06522,0.1008205,0.089569695,0.0689521
20070412_1350m01_062,6465.0664,4.415209,-0.566769,-0.586119,0.12639499,0.16008097,0.02970922,0.22168148,0.065089524
20070412_1350m01_064,4639.628,2.9063587,0.32989845,0.30868846,0.0054100007,0.015412986,0.024778485,0.0640977,0.05191207
20070412_1350m01_067,4925.3706,3.357952,-0.00034380003,-0.012549549,-0.0026390012,0.01125475,0.029736502,0.018143449,0.043155096
20070412_1350m01_073,4405.422,2.2373452,-0.32307154,-0.35730156,0.180089,0.15848202,0.11426651,0.22650172,0.08536211
20070413_1223m49_024,3845.2527,1.1490072,0.01070645,0.0013015298,0.207929,0.14755693,0.19697541,0.22265662,0.03827202
